,id,track_name,size_bytes,currency,price,rating_count_tot,user_rating,version_num,cont_rating,prime_genre,sup_devices_num,screenshot_num,lang_num,size_Megabytes
15,1141762073,Tricky Test 2™: Genius Brain?,134669312,USD,0.0,45578,5.0,5.1,4+,Games,38,5,1,128.43
16,667362389,The Room Two,460077056,USD,1.99,36809,5.0,1.0.4,9+,Games,39,4,1,438.76
17,567767430,Yoga Studio,162386944,USD,4.99,28439,5.0,3.4,4+,Health & Fitness,37,5,1,154.86
18,342548956,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8821760,USD,4.99,28388,5.0,2.8.2,4+,Business,38,5,9,8.41
19,979401801,Browser and File Manager for Documents,42198016,USD,0.0,27750,5.0,2.0.1,17+,Utilities,37,4,5,40.24
20,918054748,The Room Three,1005560832,USD,4.99,23878,5.0,1.0.1,9+,Games,39,5,1,958.98
21,1060704812,Castle Crush: Epic Strategy Game,106132480,USD,0.0,23148,5.0,2.5.0,12+,Games,37,5,11,101.22
22,544118997,"Shopular Coupons, Weekly Deals for Target, Walmart",52582400,USD,0.0,22729,5.0,6.80,4+,Shopping,37,4,1,50.15
23,576588894,Sky Guide: View Stars Night or Day,175430656,USD,2.99,22100,5.0,6.2.2,4+,Reference,37,5,11,167.3
24,1045165396,Vlogger Go Viral - Clicker Game & Vlog Simulator,100562944,USD,0.0,21977,5.0,1.17,4+,Games,38,5,7,95.9
25,1016673544,"ipsy - Makeup, subscription and beauty tips",35611648,USD,0.0,17489,5.0,2.0.0,4+,Lifestyle,37,5,1,33.96
26,527219710,Sworkit - Custom Workouts for Exercise & Fitness,143166464,USD,0.0,16819,5.0,5.4.1,4+,Health & Fitness,37,5,12,136.53
27,700637744,Deemo,2219819008,USD,1.99,15855,5.0,3.0.5,4+,Games,38,5,1,2116.98
28,955286870,CPlus for Craigslist app - mobile classifieds,120219648,USD,0.0,13345,5.0,3.0.0,17+,Catalogs,37,5,1,114.65
29,1137893020,Artisto – Video and Photo Editor with Art Filters,55673856,USD,0.0,12963,5.0,1.17,4+,Photo & Video,37,3,8,53.09
30,493145008,Headspace,121170944,USD,0.0,12819,5.0,2.13.2,4+,Health & Fitness,37,0,1,115.56
31,997362197,"InShot Video Editor Music, No Crop, Cut",55851008,USD,0.0,12779,5.0,1.19.1,4+,Photo & Video,37,0,9,53.26
32,836767708,"Wayfair - Shop Furniture, Home Decor, Daily Sales",165069824,USD,0.0,12578,5.0,4.24.2,4+,Shopping,37,5,3,157.42
33,720825227,Optical Inquisitor 17+,54808576,USD,0.99,12099,5.0,1.5,17+,Games,43,5,16,52.27
34,1066752474,Solitaire Ⓞ,68179968,USD,0.0,12077,5.0,1.0.228,4+,Games,40,2,15,65.02
35,550946484,Word Chums,90521600,USD,3.99,11536,5.0,2.2.3,4+,Games,38,5,1,86.33
36,285994151,:) Sudoku +,6169600,USD,2.99,11447,5.0,5.2.6,4+,Games,40,5,1,5.88
37,598581619,Kingdom Rush Frontiers HD,438824960,USD,2.99,11447,5.0,1.9.2,9+,Games,24,5,1,418.5
38,888251661,Bee Brilliant,199310336,USD,0.0,11151,5.0,1.42.0,4+,Games,38,5,30,190.08
39,1028623510,PewDiePie: Legend of the Brofist,457690112,USD,4.99,10828,5.0,1.4.0,12+,Games,38,5,17,436.49
40,423198259,Chess Pro - with coach,43033600,USD,9.99,10619,5.0,2017.01,4+,Games,37,5,3,41.04
41,1087489471,War Tortoise,407088128,USD,0.0,10555,5.0,1.2.1,12+,Games,40,5,1,388.23
42,591626572,Endless Alphabet,76482560,USD,8.99,10534,5.0,3.4,4+,Education,37,4,1,72.94
43,439852091,5K Runner: 0 to 5K Run Trainer. Couch potato to 5K,84338688,USD,4.99,10368,5.0,7.3,4+,Health & Fitness,37,5,31,80.43
44,979967712,Stupid Zombies 3,154107904,USD,0.0,10159,5.0,2.7,12+,Games,38,4,1,146.97
45,457876088,ASOS,141503488,USD,0.0,9725,5.0,3.4.1,4+,Shopping,37,5,6,134.95
46,866617777,"8fit - Workouts, meal plans and personal trainer",101789696,USD,0.0,8730,5.0,2.8.12,4+,Health & Fitness,37,4,4,97.07
